,Animals,Diet,Type,Length
776,Ash-throated crake,Carnivore,Bird,8389
777,Ash-throated flycatcher,Carnivore,Bird,12518
778,Ash-throated gnateater,Carnivore,Bird,4459
779,Ash-winged antwren,Carnivore,Bird,3914
780,Ashy bulbul,Omnivore,Bird,2880
781,Ashy cisticola,Carnivore,Bird,1324
782,Ashy drongo,Carnivore,Bird,6761
783,Ashy flowerpecker,Herbivore,Bird,4442
784,Ashy flycatcher,Carnivore,Bird,18793
785,Ashy minivet,Carnivore,Bird,7685
786,Ashy myzomela,Omnivore,Bird,804
787,Ashy prinia,Carnivore,Bird,13217
788,Ashy robin,Carnivore,Bird,4768
789,Ashy starling,Carnivore,Bird,1574
790,Ashy storm petrel,Carnivore,Bird,8181
791,Ashy tailorbird,Carnivore,Bird,1635
792,Ashy thrush,Omnivore,Bird,3973
793,Ashy tit,Omnivore,Bird,2487
794,Ashy wood pigeon,Herbivore,Bird,2556
795,Ashy woodpecker,Carnivore,Bird,3497
796,Ashy woodswallow,Carnivore,Bird,9095
797,Ashy-bellied white-eye,Omnivore,Bird,1516
798,Ashy-breasted flycatcher,Carnivore,Bird,4484
799,Ashy-crowned sparrow-lark,Omnivore,Bird,9277
800,Ashy-faced owl,Carnivore,Bird,12472
801,Ashy-fronted bulbul,Herbivore,Bird,1700
802,Ashy-headed babbler,Carnivore,Bird,3184
803,Ashy-headed goose,Herbivore,Bird,6607
804,Ashy-headed green pigeon,Herbivore,Bird,2258
805,Ashy-headed greenlet,Carnivore,Bird,1553
806,Ashy-headed laughingthrush,Omnivore,Bird,4803
807,Ashy-headed tyrannulet,Carnivore,Bird,1286
808,Ashy-throated parrotbill,Herbivore,Bird,9901
809,Ashy-throated warbler,Carnivore,Bird,1497
810,Asian barred owlet,Carnivore,Bird,12492
811,Asian brown flycatcher,Carnivore,Bird,6661
812,Asian crimson-winged finch,Herbivore,Bird,3510
813,Asian desert warbler,Carnivore,Bird,4568
814,Asian dowitcher,Carnivore,Bird,2516
815,Asian emerald cuckoo,Carnivore,Bird,7579
816,Asian fairy-bluebird,Herbivore,Bird,6671
817,Asian glossy starling,Herbivore,Bird,4407
818,Asian golden weaver,Herbivore,Bird,5742
819,Asian house martin,Carnivore,Bird,17127
820,Asian koel,Herbivore,Bird,32589
821,Asian openbill,Carnivore,Bird,23553
822,Asian palm swift,Carnivore,Bird,2863
823,Asian red-eyed bulbul,Herbivore,Bird,2087
824,Asian rosy finch,Herbivore,Bird,3406
825,Asian stubtail,Carnivore,Bird,2353
826,Asir magpie,Omnivore,Bird,7339
827,Assam laughingthrush,Omnivore,Bird,1292
828,Atherton scrubwren,Carnivore,Bird,1434
829,Atiu swiftlet,Carnivore,Bird,2261
830,Atlantic canary,Herbivore,Bird,10392
831,Atlantic petrel,Carnivore,Bird,9110
832,Atlantic puffin,Carnivore,Bird,74124
833,Atlantic royal flycatcher,Carnivore,Bird,6745
834,Atlantic yellow-nosed albatross,Carnivore,Bird,13045
835,Atoll fruit dove,Omnivore,Bird,2712
836,Atoll starling,Omnivore,Bird,1971
837,Auckland rail,Carnivore,Bird,4051
838,Auckland shag,Carnivore,Bird,2237
839,Auckland teal,Carnivore,Bird,4494
840,Audouin's gull,Carnivore,Bird,4279
841,Audubon's oriole,Omnivore,Bird,8285
842,Audubon's shearwater,Carnivore,Bird,21730
843,Audubon's warbler,Carnivore,Bird,7554
844,Augur buzzard,Carnivore,Bird,15208
845,Austen's brown hornbill,Omnivore,Bird,3274
846,Austral blackbird,Carnivore,Bird,1393
847,Austral canastero,Carnivore,Bird,7958
848,Austral negrito,Carnivore,Bird,6626
849,Austral parakeet,Herbivore,Bird,7153
850,Austral pygmy owl,Carnivore,Bird,6450
851,Austral rail,Carnivore,Bird,6253
852,Austral thrush,Omnivore,Bird,3671
853,Australasian bittern,Carnivore,Bird,8762
854,Australasian darter,Carnivore,Bird,10329
855,Australasian figbird,Herbivore,Bird,8483
856,Australasian gannet,Carnivore,Bird,47747
857,Australasian grebe,Carnivore,Bird,5088
858,Australasian shoveler,Carnivore,Bird,5088
859,Australian boobook,Carnivore,Bird,47554
860,Australian brushturkey,Herbivore,Bird,15704
861,Australian bustard,Omnivore,Bird,24753
862,Australian crake,Carnivore,Bird,9636
863,Australian golden whistler,Carnivore,Bird,10908
864,Australian hobby,Carnivore,Bird,13788
865,Australian king parrot,Herbivore,Bird,8328
866,Australian logrunner,Carnivore,Bird,12219
867,Australian magpie,Carnivore,Bird,75837
868,Australian masked owl,Carnivore,Bird,7608
869,Australian owlet-nightjar,Carnivore,Bird,4540
870,Australian painted-snipe,Omnivore,Bird,4724
871,Australian pelican,Carnivore,Bird,16443
872,Australian pied cormorant,Carnivore,Bird,17673
873,Australian pratincole,Carnivore,Bird,9980
874,Australian raven,Omnivore,Bird,50885
875,Australian reed warbler,Carnivore,Bird,14717
876,Australian ringneck,Herbivore,Bird,19526
877,Australian shelduck,Omnivore,Bird,5488
878,Australian swiftlet,Carnivore,Bird,4227
879,Australian tern,Carnivore,Bird,4433
880,Australian white ibis,Carnivore,Bird,26688
881,Australian wood duck,Herbivore,Bird,15571
882,Ayacucho thistletail,Carnivore,Bird,6719
883,Ayeyarwady bulbul,Omnivore,Bird,1528
884,Ayres's hawk-eagle,Carnivore,Bird,12780
885,Azara's spinetail,Carnivore,Bird,1738
886,Azores bullfinch,Herbivore,Bird,10340
887,Aztec rail,Carnivore,Bird,5968
888,Aztec thrush,Omnivore,Bird,6679
889,Azuero dove,Herbivore,Bird,5916
890,Azure dollarbird,Carnivore,Bird,2912
891,Azure gallinule,Omnivore,Bird,10003
892,Azure kingfisher,Carnivore,Bird,8128
893,Azure tit,Omnivore,Bird,4363
894,Azure-breasted pitta,Carnivore,Bird,3740
895,Azure-crested flycatcher,Carnivore,Bird,5281
896,Azure-crowned hummingbird,Herbivore,Bird,9609
897,Azure-hooded jay,Omnivore,Bird,13232
898,Azure-naped jay,Omnivore,Bird,6553
899,Azure-rumped tanager,Omnivore,Bird,5111
900,Azure-winged magpie,Omnivore,Bird,4609
901,Babbling starling,Omnivore,Bird,1943
902,Bachman's sparrow,Herbivore,Bird,46281
903,Bachman's warbler,Carnivore,Bird,22846
904,Baer's pochard,Omnivore,Bird,33128
905,Baglafecht weaver,Carnivore,Bird,6800
906,Bagobo babbler,Carnivore,Bird,5041
907,Bahama mockingbird,Omnivore,Bird,4928
908,Bahama oriole,Omnivore,Bird,9423
909,Bahama swallow,Carnivore,Bird,4355
910,Bahama warbler,Carnivore,Bird,2601
911,Bahama woodstar,Herbivore,Bird,13069
912,Bahama yellowthroat,Omnivore,Bird,3625
913,Bahia antwren,Carnivore,Bird,1403
914,Bahia spinetail,Carnivore,Bird,1433
915,Bahia tapaculo,Carnivore,Bird,4795
916,Bahia tyrannulet,Carnivore,Bird,1836
917,Bahian mouse-colored tapaculo,Carnivore,Bird,4630
918,Baikal bush warbler,Carnivore,Bird,1681
919,Baikal teal,Herbivore,Bird,9213
920,Baillon's crake,Carnivore,Bird,7381
921,Baird's flycatcher,Omnivore,Bird,1493
922,Baird's junco,Omnivore,Bird,8127
923,Baird's sandpiper,Carnivore,Bird,6676
924,Baird's trogon,Omnivore,Bird,4838
925,Baja pygmy owl,Carnivore,Bird,6095
926,Bald eagle,Carnivore,Bird,142207
927,Bald parrot,Herbivore,Bird,6403
928,Balearic shearwater,Carnivore,Bird,12849
929,Balearic warbler,Carnivore,Bird,2307
930,Bali myna,Omnivore,Bird,18279
931,Balicassiao,Carnivore,Bird,4616
932,Balsas screech owl,Carnivore,Bird,4302
933,Baltimore oriole,Omnivore,Bird,32743
934,Bamboo antshrike,Carnivore,Bird,1180
935,Bamboo foliage-gleaner,Carnivore,Bird,8216
936,Bamboo warbler,Carnivore,Bird,1317
937,Bamboo woodpecker,Carnivore,Bird,1694
938,Bamenda apalis,Carnivore,Bird,1320
939,Bananal antbird,Carnivore,Bird,1688
940,Bananaquit,Herbivore,Bird,26728
941,Banasura laughingthrush,Omnivore,Bird,6209
942,Banda myzomela,Omnivore,Bird,1375
943,Band-backed wren,Carnivore,Bird,4057
944,Band-bellied crake,Carnivore,Bird,1388
945,Band-bellied owl,Carnivore,Bird,4913
946,Banded antbird,Carnivore,Bird,7013
947,Banded barbet,Omnivore,Bird,3358
948,Banded bay cuckoo,Carnivore,Bird,8349
949,Banded broadbill,Carnivore,Bird,33021
950,Banded cotinga,Omnivore,Bird,3467
951,Banded fruit dove,Herbivore,Bird,1960
952,Banded green sunbird,Herbivore,Bird,1305
953,Banded ground cuckoo,Carnivore,Bird,8321
954,Banded honeyeater,Herbivore,Bird,6409
955,Banded kestrel,Carnivore,Bird,3260
956,Banded kingfisher,Carnivore,Bird,7297
957,Banded lapwing,Omnivore,Bird,11105
958,Banded martin,Carnivore,Bird,8746
959,Banded parisoma,Omnivore,Bird,2432
960,Banded prinia,Carnivore,Bird,1523
961,Banded quail,Herbivore,Bird,4670
962,Banded stilt,Carnivore,Bird,28208
963,Banded wattle-eye,Carnivore,Bird,1378
964,Banded whiteface,Carnivore,Bird,5181
965,Banded woodpecker,Carnivore,Bird,4086
966,Banded wren,Carnivore,Bird,3429
967,Banded yellow robin,Carnivore,Bird,5701
968,Band-rumped storm petrel,Carnivore,Bird,6093
969,Band-rumped swift,Carnivore,Bird,6222
970,Band-tailed antbird,Carnivore,Bird,1852
971,Band-tailed antshrike,Carnivore,Bird,3433
972,Band-tailed antwren,Carnivore,Bird,1902
973,Band-tailed barbthroat,Herbivore,Bird,6514
974,Band-tailed earthcreeper,Carnivore,Bird,6508
975,Band-tailed fruiteater,Herbivore,Bird,3608
976,Band-tailed guan,Herbivore,Bird,5318
977,Band-tailed hornero,Carnivore,Bird,8349
978,Band-tailed manakin,Herbivore,Bird,2140
979,Band-tailed nighthawk,Carnivore,Bird,1907
980,Band-tailed oropendola,Omnivore,Bird,1340
981,Band-tailed pigeon,Herbivore,Bird,11488
982,Band-tailed seedeater,Herbivore,Bird,1452
983,Band-tailed sierra finch,Herbivore,Bird,1431
984,Band-winged nightjar,Carnivore,Bird,10378
985,Banggai crow,Omnivore,Bird,5097
986,Banggai fruit dove,Herbivore,Bird,5261
987,Bangwa forest warbler,Carnivore,Bird,1305
988,Bank cormorant,Carnivore,Bird,3330
989,Bank myna,Omnivore,Bird,16680
990,Bannerman's shearwater,Carnivore,Bird,2161
991,Bannerman's sunbird,Omnivore,Bird,1287
992,Bannerman's turaco,Herbivore,Bird,5082
993,Bannerman's weaver,Omnivore,Bird,1630
994,Barau's petrel,Carnivore,Bird,5711
995,Bar-backed partridge,Herbivore,Bird,7470
996,Barbados bullfinch,Herbivore,Bird,5651
997,Barbary partridge,Herbivore,Bird,4636
998,Bar-bellied cuckooshrike,Carnivore,Bird,11649
999,Bar-bellied pitta,Carnivore,Bird,1374
1000,Bar-bellied woodcreeper,Carnivore,Bird,8252
1001,Bar-bellied woodpecker,Carnivore,Bird,8061
1002,Bar-breasted firefinch,Herbivore,Bird,3934
1003,Bar-breasted honeyeater,Omnivore,Bird,1614
1004,Bar-breasted piculet,Carnivore,Bird,8729
1005,Barbuda warbler,Carnivore,Bird,2794
1006,Bar-crested antshrike,Carnivore,Bird,1505
1007,Bare-cheeked babbler,Carnivore,Bird,1693
1008,Bare-cheeked trogon,Carnivore,Bird,9989
1009,Bare-crowned antbird,Carnivore,Bird,5641
1010,Bare-eyed antbird,Carnivore,Bird,2922
1011,Bare-eyed myna,Herbivore,Bird,1721
1012,Bare-eyed pigeon,Herbivore,Bird,4664
1013,Bare-eyed rail,Carnivore,Bird,1290
1014,Bare-eyed thrush,Omnivore,Bird,2294
1015,Bare-eyed white-eye,Omnivore,Bird,1278
1016,Bare-faced bulbul,Herbivore,Bird,5152
1017,Bare-faced curassow,Herbivore,Bird,4945
1018,Bare-faced go-away-bird,Herbivore,Bird,7016
1019,Bare-faced ground dove,Herbivore,Bird,5048
1020,Bare-faced ibis,Carnivore,Bird,3983
1021,Bare-headed laughingthrush,Carnivore,Bird,18134
1022,Bare-legged owl,Carnivore,Bird,5646
1023,Bare-legged swiftlet,Carnivore,Bird,1065
1024,Bare-necked fruitcrow,Herbivore,Bird,2294
1025,Bare-necked umbrellabird,Omnivore,Bird,8830
1026,Bare-shanked screech owl,Carnivore,Bird,5150
1027,Bare-throated bellbird,Herbivore,Bird,10311
1028,Bare-throated tiger heron,Carnivore,Bird,3402
1029,Bare-throated whistler,Carnivore,Bird,1957
1030,Bar-headed goose,Herbivore,Bird,19172
1031,Barka indigobird,Herbivore,Bird,1679
1032,Barking imperial pigeon,Herbivore,Bird,3589
1033,Barking owl,Carnivore,Bird,23693
1034,Barn swallow,Carnivore,Bird,66896
1035,Barnacle goose,Herbivore,Bird,16265
1036,Barratt's warbler,Carnivore,Bird,8818
1037,Barred antshrike,Carnivore,Bird,8538
1038,Barred antthrush,Carnivore,Bird,1152
1039,Barred becard,Carnivore,Bird,4466
1040,Barred buttonquail,Herbivore,Bird,9988
1041,Barred cuckoo-dove,Herbivore,Bird,6914
