,Species1,Family1,Order1,Mass,Wing.Length,Habitat,Habitat.Density,Trophic.Level,Primary.Lifestyle,Centroid.Latitude,Centroid.Longitude,Animals
192,Leucopternis semiplumbeus,Accipitridae,Accipitriformes,285.0,191.0,Forest,1,Carnivore,Insessorial,8.38,-79.78,Semiplumbeous hawk
193,Lophaetus occipitalis,Accipitridae,Accipitriformes,1067.0,373.6,Forest,2,Carnivore,Insessorial,-0.17,20.97,Long-crested eagle
194,Lophoictinia isura,Accipitridae,Accipitriformes,579.4,471.2,Forest,2,Carnivore,Aerial,-27.71,146.84,Square-tailed kite
195,Lophotriorchis kienerii,Accipitridae,Accipitriformes,799.0,366.2,Forest,2,Carnivore,Aerial,9.42,104.2,Rufous-bellied eagle
196,Macheiramphus alcinus,Accipitridae,Accipitriformes,650.0,360.2,Forest,2,Carnivore,Aerial,-4.02,34.41,Bat hawk
197,Megatriorchis doriae,Accipitridae,Accipitriformes,1000.0,290.5,Forest,1,Carnivore,Insessorial,-5.34,141.12,Doria's goshawk
198,Melierax canorus,Accipitridae,Accipitriformes,663.3,353.0,Shrubland,3,Carnivore,Generalist,-25.28,21.47,Pale chanting goshawk
199,Melierax metabates,Accipitridae,Accipitriformes,674.5,317.6,Shrubland,2,Carnivore,Insessorial,2.47,20.89,Dark chanting goshawk
200,Melierax poliopterus,Accipitridae,Accipitriformes,629.9,305.8,Shrubland,2,Carnivore,Insessorial,2.87,41.02,Eastern chanting goshawk
201,Micronisus gabar,Accipitridae,Accipitriformes,169.6,187.0,Grassland,3,Carnivore,Insessorial,-2.35,23.08,Gabar goshawk
202,Milvus aegyptius,Accipitridae,Accipitriformes,734.1,457.4,Woodland,3,Omnivore,Aerial,,,Yellow-billed kite
203,Milvus migrans,Accipitridae,Accipitriformes,734.1,457.4,Woodland,3,Omnivore,Aerial,26.77,69.99,Black kite
204,Milvus milvus,Accipitridae,Accipitriformes,1071.8,481.5,Shrubland,2,Omnivore,Generalist,48.65,10.52,Red kite
205,Morphnarchus princeps,Accipitridae,Accipitriformes,1000.0,364.7,Forest,1,Carnivore,Insessorial,3.02,-78.75,Barred hawk
206,Morphnus guianensis,Accipitridae,Accipitriformes,1750.0,464.8,Forest,1,Carnivore,Generalist,-7.66,-57.64,Crested eagle
207,Necrosyrtes monachus,Accipitridae,Accipitriformes,2043.0,471.4,Shrubland,2,Scavenger,Terrestrial,4.78,20.96,Hooded vulture
208,Neophron percnopterus,Accipitridae,Accipitriformes,2082.0,490.8,Grassland,3,Omnivore,Generalist,27.02,47.48,Egyptian vulture
209,Nisaetus alboniger,Accipitridae,Accipitriformes,830.0,325.2,Forest,1,Carnivore,Insessorial,2.4,106.95,Blyth's hawk-eagle
210,Nisaetus bartelsi,Accipitridae,Accipitriformes,830.0,378.0,Forest,1,Carnivore,Insessorial,-7.44,110.02,Javan hawk-eagle
211,Nisaetus cirrhatus,Accipitridae,Accipitriformes,1475.1,414.6,Forest,1,Carnivore,Insessorial,13.11,94.36,Changeable hawk-eagle
212,Nisaetus floris,Accipitridae,Accipitriformes,1475.1,436.7,Forest,2,Carnivore,Insessorial,-8.59,119.37,Flores hawk-eagle
213,Nisaetus lanceolatus,Accipitridae,Accipitriformes,1168.0,373.0,Forest,1,Carnivore,Insessorial,-2.12,121.3,Sulawesi hawk-eagle
214,Nisaetus nanus,Accipitridae,Accipitriformes,557.8,312.7,Forest,1,Carnivore,Insessorial,0.56,108.02,Wallace's hawk-eagle
215,Nisaetus nipalensis,Accipitridae,Accipitriformes,3005.0,423.7,Forest,1,Carnivore,Insessorial,26.77,106.31,Mountain hawk-eagle
216,Nisaetus philippensis,Accipitridae,Accipitriformes,1168.0,355.2,Forest,1,Carnivore,Insessorial,15.69,121.39,Philippine hawk-eagle
217,Nisaetus pinskeri,Accipitridae,Accipitriformes,1168.0,349.0,Forest,1,Carnivore,Insessorial,8.54,124.62,Pinsker's hawk-eagle
218,Parabuteo leucorrhous,Accipitridae,Accipitriformes,290.0,241.0,Forest,1,Carnivore,Insessorial,-18.54,-56.7,White-rumped hawk
219,Parabuteo unicinctus,Accipitridae,Accipitriformes,850.3,320.8,Shrubland,2,Carnivore,Insessorial,-10.52,-65.99,Harris's hawk
220,Pernis apivorus,Accipitridae,Accipitriformes,754.4,407.4,Forest,1,Carnivore,Insessorial,54.03,38.95,European honey buzzard
221,Pernis celebensis,Accipitridae,Accipitriformes,722.0,350.2,Forest,2,Carnivore,Insessorial,-2.13,121.11,Barred honey buzzard
222,Pernis ptilorhynchus,Accipitridae,Accipitriformes,1141.1,413.6,Woodland,2,Carnivore,Insessorial,32.05,103.73,Crested honey buzzard
223,Pernis steerei,Accipitridae,Accipitriformes,722.0,378.5,Forest,2,Carnivore,Insessorial,11.91,123.1,Philippine honey buzzard
224,Pithecophaga jefferyi,Accipitridae,Accipitriformes,5175.3,585.8,Forest,1,Carnivore,Insessorial,9.95,124.19,Philippine eagle
225,Polemaetus bellicosus,Accipitridae,Accipitriformes,3964.5,571.6,Grassland,3,Carnivore,Aerial,-3.45,22.51,Martial eagle
226,Polyboroides radiatus,Accipitridae,Accipitriformes,633.2,397.4,Forest,1,Carnivore,Generalist,-19.56,46.73,Madagascar harrier-hawk
227,Polyboroides typus,Accipitridae,Accipitriformes,633.2,443.1,Forest,1,Carnivore,Insessorial,-4.02,22.3,African harrier-hawk
228,Pseudastur albicollis,Accipitridae,Accipitriformes,703.7,358.3,Forest,1,Carnivore,Insessorial,-3.96,-63.68,White hawk
229,Pseudastur occidentalis,Accipitridae,Accipitriformes,660.0,346.2,Forest,1,Carnivore,Insessorial,-3.58,-79.86,Grey-backed hawk
230,Pseudastur polionotus,Accipitridae,Accipitriformes,703.7,365.8,Forest,1,Carnivore,Insessorial,-20.38,-44.89,Mantled hawk
231,Rostrhamus sociabilis,Accipitridae,Accipitriformes,366.9,344.8,Wetland,2,Carnivore,Insessorial,-10.02,-58.23,Snail kite
232,Rupornis magnirostris,Accipitridae,Accipitriformes,269.0,220.9,Forest,1,Carnivore,Insessorial,-8.51,-60.46,Roadside hawk
233,Sarcogyps calvus,Accipitridae,Accipitriformes,4469.9,570.0,Human Modified,3,Scavenger,Terrestrial,24.15,83.35,Red-headed vulture
234,Spilornis cheela,Accipitridae,Accipitriformes,597.7,373.7,Forest,1,Carnivore,Insessorial,16.74,98.68,Crested serpent eagle
235,Spilornis elgini,Accipitridae,Accipitriformes,895.0,365.4,Forest,1,Carnivore,Insessorial,12.47,92.81,Andaman serpent eagle
236,Spilornis holospilus,Accipitridae,Accipitriformes,705.0,340.1,Forest,1,Carnivore,Insessorial,11.86,123.09,Philippine serpent eagle
237,Spilornis kinabaluensis,Accipitridae,Accipitriformes,597.7,368.5,Forest,1,Carnivore,Insessorial,4.55,115.9,Mountain serpent eagle
238,Spilornis klossi,Accipitridae,Accipitriformes,450.0,297.2,Forest,1,Carnivore,Insessorial,7.06,93.79,Great Nicobar serpent eagle
239,Spilornis rufipectus,Accipitridae,Accipitriformes,705.0,328.6,Forest,1,Carnivore,Insessorial,-1.9,121.2,Sulawesi serpent eagle
240,Spizaetus isidori,Accipitridae,Accipitriformes,1197.4,484.4,Forest,1,Carnivore,Aerial,-6.77,-73.17,Black-and-chestnut eagle
241,Spizaetus melanoleucus,Accipitridae,Accipitriformes,850.0,400.6,Forest,2,Carnivore,Aerial,-6.79,-62.97,Black-and-white hawk-eagle
242,Spizaetus ornatus,Accipitridae,Accipitriformes,1197.4,353.0,Forest,1,Carnivore,Generalist,-5.86,-63.22,Ornate hawk-eagle
243,Spizaetus tyrannus,Accipitridae,Accipitriformes,1007.1,384.4,Forest,2,Carnivore,Insessorial,-4.6,-62.84,Black hawk-eagle
244,Stephanoaetus coronatus,Accipitridae,Accipitriformes,3640.0,496.4,Forest,1,Carnivore,Generalist,-4.7,23.96,Crowned eagle
245,Terathopius ecaudatus,Accipitridae,Accipitriformes,2200.0,500.4,Woodland,2,Carnivore,Generalist,-1.02,23.14,Bateleur
246,Torgos tracheliotos,Accipitridae,Accipitriformes,6969.0,711.4,Grassland,3,Scavenger,Terrestrial,2.61,26.93,Lappet-faced vulture
247,Trigonoceps occipitalis,Accipitridae,Accipitriformes,3016.0,618.0,Shrubland,2,Scavenger,Terrestrial,-1.13,24.25,White-headed vulture
248,Urotriorchis macrourus,Accipitridae,Accipitriformes,492.0,286.5,Forest,1,Carnivore,Insessorial,1.17,15.06,Long-tailed hawk
249,Pandion haliaetus,Pandionidae,Accipitriformes,1483.2,468.4,Marine,3,Carnivore,Aerial,49.18,25.45,Osprey
250,Sagittarius serpentarius,Sagittariidae,Accipitriformes,4017.0,615.5,Grassland,3,Carnivore,Terrestrial,-3.98,23.61,Secretarybird
251,Aix galericulata,Anatidae,Anseriformes,567.0,222.2,Forest,3,Herbivore,Generalist,45.58,131.94,Mandarin duck
252,Aix sponsa,Anatidae,Anseriformes,657.6,220.5,Wetland,3,Herbivore,Generalist,42.14,-92.18,Wood duck
253,Alopochen aegyptiaca,Anatidae,Anseriformes,1873.0,356.0,Wetland,3,Herbivore,Generalist,-2.2,23.68,Egyptian goose
254,Amazonetta brasiliensis,Anatidae,Anseriformes,500.0,180.6,Wetland,3,Herbivore,Aquatic,-14.65,-53.14,Brazilian teal
255,Anas acuta,Anatidae,Anseriformes,944.6,256.7,Wetland,3,Herbivore,Aquatic,59.6,26.95,Northern pintail
256,Anas albogularis,Anatidae,Anseriformes,488.1,186.8,Wetland,3,Omnivore,Aquatic,12.53,92.82,Andaman teal
257,Anas andium,Anatidae,Anseriformes,434.0,224.2,Wetland,3,Omnivore,Aquatic,4.02,-75.54,Andean teal
258,Anas aucklandica,Anatidae,Anseriformes,499.1,134.8,Wetland,3,Carnivore,Aquatic,-50.76,166.1,Auckland teal
259,Anas bahamensis,Anatidae,Anseriformes,490.0,205.5,Wetland,3,Omnivore,Aquatic,-21.2,-62.22,White-cheeked pintail
260,Anas bernieri,Anatidae,Anseriformes,378.5,194.7,Wetland,3,Herbivore,Generalist,-17.09,45.87,Bernier's teal
261,Anas capensis,Anatidae,Anseriformes,402.0,193.2,Wetland,3,Omnivore,Aquatic,-18.66,23.02,Cape teal
262,Anas carolinensis,Anatidae,Anseriformes,341.9,175.2,Wetland,3,Omnivore,Aquatic,,,Green-winged teal
263,Anas castanea,Anatidae,Anseriformes,624.0,202.0,Wetland,3,Omnivore,Aquatic,-30.02,139.43,Chestnut teal
264,Anas chlorotis,Anatidae,Anseriformes,499.1,196.6,Wetland,3,Herbivore,Aquatic,-39.13,172.17,Brown teal
265,Anas crecca,Anatidae,Anseriformes,341.9,180.4,Wetland,3,Herbivore,Aquatic,58.18,22.29,Eurasian teal
266,Anas eatoni,Anatidae,Anseriformes,944.6,203.2,Wetland,3,Omnivore,Aquatic,-49.18,68.72,Eaton's pintail
267,Anas erythrorhyncha,Anatidae,Anseriformes,558.8,215.0,Wetland,3,Herbivore,Aquatic,-11.83,29.39,Red-billed teal
268,Anas flavirostris,Anatidae,Anseriformes,434.0,191.0,Wetland,3,Omnivore,Aquatic,-34.05,-66.68,Yellow-billed teal
269,Anas fulvigula,Anatidae,Anseriformes,843.4,244.5,Wetland,3,Herbivore,Aquatic,28.28,-100.49,Mottled duck
270,Anas georgica,Anatidae,Anseriformes,623.8,205.6,Wetland,3,Herbivore,Aquatic,-33.81,-66.27,Yellow-billed pintail
271,Anas gibberifrons,Anatidae,Anseriformes,488.1,193.4,Wetland,3,Omnivore,Aquatic,-3.89,114.16,Sunda teal
272,Anas gracilis,Anatidae,Anseriformes,488.1,192.2,Wetland,3,Omnivore,Aquatic,-24.47,136.77,Grey teal
273,Anas laysanensis,Anatidae,Anseriformes,843.4,198.5,Wetland,3,Carnivore,Aquatic,25.76,-171.73,Laysan duck
274,Anas luzonica,Anatidae,Anseriformes,832.0,237.0,Wetland,3,Omnivore,Aquatic,11.81,122.91,Philippine duck
275,Anas melleri,Anatidae,Anseriformes,959.2,245.6,Wetland,3,Herbivore,Aquatic,-19.37,48.04,Meller's duck
276,Anas nesiotis,Anatidae,Anseriformes,499.1,122.0,Wetland,3,Carnivore,Aquatic,-52.54,169.16,Campbell teal
277,Anas platyrhynchos,Anatidae,Anseriformes,843.4,263.4,Wetland,3,Herbivore,Aquatic,51.63,11.04,Mallard
278,Anas poecilorhyncha,Anatidae,Anseriformes,1000.0,272.0,Wetland,3,Herbivore,Aquatic,21.93,88.08,Indian spot-billed duck
279,Anas rubripes,Anatidae,Anseriformes,1241.0,267.2,Wetland,3,Omnivore,Aquatic,49.93,-79.67,American black duck
280,Anas sparsa,Anatidae,Anseriformes,981.5,247.4,Wetland,3,Omnivore,Aquatic,-9.75,28.63,African black duck
281,Anas superciliosa,Anatidae,Anseriformes,882.8,251.2,Wetland,3,Herbivore,Aquatic,-22.89,135.83,Pacific black duck
282,Anas undulata,Anatidae,Anseriformes,1008.0,240.6,Wetland,3,Herbivore,Aquatic,-10.74,28.64,Yellow-billed duck
283,Anas wyvilliana,Anatidae,Anseriformes,843.4,220.0,Riverine,3,Omnivore,Generalist,20.92,-157.33,Hawaiian duck
284,Anas zonorhyncha,Anatidae,Anseriformes,1156.0,268.2,Wetland,3,Herbivore,Aquatic,41.57,115.32,Eastern spot-billed duck
285,Anser albifrons,Anatidae,Anseriformes,2506.4,408.2,Grassland,3,Herbivore,Terrestrial,68.29,12.71,Greater white-fronted goose
286,Anser anser,Anatidae,Anseriformes,3302.4,435.7,Wetland,3,Herbivore,Terrestrial,51.74,74.51,Greylag goose
287,Anser brachyrhynchus,Anatidae,Anseriformes,2642.0,432.2,Grassland,3,Herbivore,Terrestrial,71.96,-19.91,Pink-footed goose
288,Anser caerulescens,Anatidae,Anseriformes,2636.2,411.8,Grassland,3,Herbivore,Terrestrial,72.41,-90.29,Snow goose
289,Anser canagicus,Anatidae,Anseriformes,2136.5,374.0,Coastal,3,Herbivore,Terrestrial,65.46,8.27,Emperor goose
290,Anser cygnoid,Anatidae,Anseriformes,3511.9,422.2,Wetland,3,Herbivore,Terrestrial,49.8,112.53,Swan goose
291,Anser erythropus,Anatidae,Anseriformes,1755.5,369.0,Grassland,3,Herbivore,Terrestrial,68.29,95.41,Lesser white-fronted goose
292,Anser fabalis,Anatidae,Anseriformes,2754.7,448.6,Wetland,3,Herbivore,Terrestrial,62.77,105.89,Taiga bean goose
293,Anser indicus,Anatidae,Anseriformes,2212.6,437.8,Wetland,3,Herbivore,Terrestrial,41.25,86.98,Bar-headed goose
294,Anser rossii,Anatidae,Anseriformes,1636.0,346.0,Wetland,3,Herbivore,Terrestrial,62.03,-94.91,Ross's goose
295,Asarcornis scutulata,Anatidae,Anseriformes,2937.4,341.6,Wetland,3,Omnivore,Aquatic,12.09,98.98,White-winged duck
296,Aythya affinis,Anatidae,Anseriformes,819.5,198.2,Wetland,3,Omnivore,Aquatic,56.73,-119.83,Lesser scaup
297,Aythya americana,Anatidae,Anseriformes,1075.7,218.6,Wetland,3,Herbivore,Aquatic,48.31,-111.33,Redhead (bird)
298,Aythya australis,Anatidae,Anseriformes,869.4,213.6,Wetland,3,Carnivore,Aquatic,-25.55,135.33,Hardhead
299,Aythya baeri,Anatidae,Anseriformes,681.2,201.8,Wetland,3,Omnivore,Aquatic,49.45,125.01,Baer's pochard
300,Aythya collaris,Anatidae,Anseriformes,704.6,194.8,Wetland,3,Omnivore,Aquatic,52.28,-100.06,Ring-necked duck
301,Aythya ferina,Anatidae,Anseriformes,823.0,208.6,Wetland,3,Herbivore,Aquatic,53.5,67.94,Common pochard
302,Aythya fuligula,Anatidae,Anseriformes,701.2,196.9,Wetland,3,Omnivore,Aquatic,57.84,83.37,Tufted duck
303,Aythya innotata,Anatidae,Anseriformes,685.0,187.2,Wetland,3,Omnivore,Aquatic,-14.36,48.55,Madagascar pochard
304,Aythya marila,Anatidae,Anseriformes,1005.4,213.5,Wetland,3,Omnivore,Aquatic,64.6,26.26,Greater scaup
305,Aythya novaeseelandiae,Anatidae,Anseriformes,682.0,177.0,Wetland,3,Omnivore,Aquatic,-42.12,172.18,New Zealand scaup
306,Aythya nyroca,Anatidae,Anseriformes,574.0,182.5,Wetland,3,Herbivore,Aquatic,46.16,49.61,Ferruginous duck
307,Aythya valisineria,Anatidae,Anseriformes,1202.0,223.5,Wetland,3,Herbivore,Aquatic,57.0,-122.37,Canvasback
308,Biziura lobata,Anatidae,Anseriformes,1928.5,211.5,Wetland,3,Carnivore,Aquatic,-34.06,141.96,Musk duck
309,Branta bernicla,Anatidae,Anseriformes,1277.9,319.6,Grassland,3,Herbivore,Terrestrial,74.79,-22.74,Brant (goose)
310,Branta canadensis,Anatidae,Anseriformes,2811.7,422.9,Grassland,3,Herbivore,Terrestrial,53.3,-104.21,Canada goose
311,Branta hutchinsii,Anatidae,Anseriformes,2811.7,396.3,Grassland,3,Herbivore,Terrestrial,66.72,-124.78,Cackling goose
312,Branta leucopsis,Anatidae,Anseriformes,1684.0,381.8,Grassland,3,Herbivore,Terrestrial,72.42,-0.02,Barnacle goose
313,Branta ruficollis,Anatidae,Anseriformes,1226.5,345.6,Grassland,3,Herbivore,Terrestrial,71.96,90.31,Red-breasted goose
314,Branta sandvicensis,Anatidae,Anseriformes,2044.1,364.0,Shrubland,3,Herbivore,Terrestrial,20.67,-157.05,Nene (bird)
315,Bucephala albeola,Anatidae,Anseriformes,397.5,160.8,Wetland,3,Carnivore,Aquatic,56.77,-112.31,Bufflehead
316,Bucephala clangula,Anatidae,Anseriformes,918.6,208.7,Wetland,3,Carnivore,Aquatic,58.51,35.56,Common goldeneye
317,Bucephala islandica,Anatidae,Anseriformes,921.2,221.7,Wetland,3,Carnivore,Aquatic,56.43,-124.05,Barrow's goldeneye
318,Cairina moschata,Anatidae,Anseriformes,2415.8,345.0,Wetland,3,Omnivore,Generalist,-6.9,-60.89,Muscovy duck
319,Callonetta leucophrys,Anatidae,Anseriformes,362.8,169.0,Wetland,3,Herbivore,Aquatic,-25.25,-60.4,Ringed teal
320,Cereopsis novaehollandiae,Anatidae,Anseriformes,3560.0,470.8,Shrubland,3,Herbivore,Terrestrial,-36.03,139.72,Cape Barren goose
321,Chenonetta jubata,Anatidae,Anseriformes,807.5,258.8,Wetland,3,Herbivore,Terrestrial,-26.72,135.7,Australian wood duck
322,Chloephaga hybrida,Anatidae,Anseriformes,2281.8,358.0,Marine,3,Herbivore,Terrestrial,-49.89,-71.3,Kelp goose
323,Chloephaga melanoptera,Anatidae,Anseriformes,2037.0,431.7,Wetland,3,Herbivore,Terrestrial,-22.01,-69.7,Andean goose
324,Chloephaga picta,Anatidae,Anseriformes,2880.4,412.2,Grassland,3,Herbivore,Terrestrial,-46.63,-71.12,Upland goose
325,Chloephaga poliocephala,Anatidae,Anseriformes,2007.1,345.4,Grassland,3,Herbivore,Terrestrial,-47.76,-72.12,Ashy-headed goose
326,Chloephaga rubidiceps,Anatidae,Anseriformes,2086.0,325.6,Grassland,3,Herbivore,Terrestrial,-52.77,-67.12,Ruddy-headed goose
327,Clangula hyemalis,Anatidae,Anseriformes,871.0,215.6,Wetland,3,Carnivore,Aquatic,68.24,-27.99,Long-tailed duck
328,Coscoroba coscoroba,Anatidae,Anseriformes,4294.8,421.2,Wetland,3,Omnivore,Terrestrial,-39.78,-66.44,Coscoroba swan
329,Cyanochen cyanoptera,Anatidae,Anseriformes,1520.0,326.2,Grassland,3,Herbivore,Terrestrial,9.52,37.96,Blue-winged goose
330,Cygnus atratus,Anatidae,Anseriformes,5623.2,459.2,Wetland,3,Herbivore,Aquatic,-26.09,133.78,Black swan
331,Cygnus buccinator,Anatidae,Anseriformes,11071.1,625.5,Wetland,3,Herbivore,Aquatic,57.77,-130.2,Trumpeter swan
332,Cygnus columbianus,Anatidae,Anseriformes,6378.0,538.2,Wetland,3,Herbivore,Aquatic,67.98,51.4,Tundra swan
333,Cygnus cygnus,Anatidae,Anseriformes,9350.0,582.0,Wetland,3,Herbivore,Aquatic,58.93,97.43,Whooper swan
334,Cygnus melancoryphus,Anatidae,Anseriformes,4711.7,411.8,Wetland,3,Herbivore,Aquatic,-42.43,-66.22,Black-necked swan
335,Cygnus olor,Anatidae,Anseriformes,10682.0,581.5,Wetland,3,Herbivore,Aquatic,49.96,41.72,Mute swan
336,Dendrocygna arborea,Anatidae,Anseriformes,1150.0,256.5,Forest,3,Herbivore,Terrestrial,21.23,-77.39,West Indian whistling duck
337,Dendrocygna arcuata,Anatidae,Anseriformes,796.2,186.0,Wetland,3,Herbivore,Aquatic,-14.18,131.38,Wandering whistling duck
338,Dendrocygna autumnalis,Anatidae,Anseriformes,755.3,240.8,Wetland,3,Herbivore,Terrestrial,-4.7,-62.43,Black-bellied whistling duck
339,Dendrocygna bicolor,Anatidae,Anseriformes,756.4,223.0,Wetland,3,Herbivore,Terrestrial,-5.6,11.08,Fulvous whistling duck
340,Dendrocygna eytoni,Anatidae,Anseriformes,790.0,232.0,Grassland,3,Herbivore,Terrestrial,-23.42,137.37,Plumed whistling duck
341,Dendrocygna guttata,Anatidae,Anseriformes,800.0,206.6,Wetland,3,Omnivore,Terrestrial,-3.45,134.92,Spotted whistling duck
342,Dendrocygna javanica,Anatidae,Anseriformes,519.6,193.8,Wetland,3,Herbivore,Aquatic,20.14,92.69,Lesser whistling duck
343,Dendrocygna viduata,Anatidae,Anseriformes,690.0,214.3,Wetland,3,Herbivore,Aquatic,-6.68,-0.49,White-faced whistling duck
344,Heteronetta atricapilla,Anatidae,Anseriformes,538.4,173.6,Wetland,3,Herbivore,Aquatic,-32.1,-63.41,Black-headed duck
345,Histrionicus histrionicus,Anatidae,Anseriformes,561.6,194.0,Marine,3,Carnivore,Aquatic,59.49,20.66,Harlequin duck
346,Hymenolaimus malacorhynchos,Anatidae,Anseriformes,830.0,228.2,Riverine,3,Carnivore,Aquatic,-41.63,172.68,Blue duck
347,Lophodytes cucullatus,Anatidae,Anseriformes,613.8,186.6,Wetland,3,Carnivore,Aquatic,44.5,-91.96,Hooded merganser
348,Lophonetta specularioides,Anatidae,Anseriformes,1019.9,269.2,Wetland,3,Carnivore,Generalist,-33.94,-69.4,Crested duck
349,Malacorhynchus membranaceus,Anatidae,Anseriformes,372.8,183.7,Wetland,3,Omnivore,Aquatic,-31.58,136.15,Pink-eared duck
350,Mareca americana,Anatidae,Anseriformes,754.6,253.2,Wetland,3,Herbivore,Terrestrial,55.41,-116.72,American wigeon
351,Mareca falcata,Anatidae,Anseriformes,645.8,238.3,Wetland,3,Herbivore,Aquatic,54.68,122.38,Falcated duck
352,Mareca penelope,Anatidae,Anseriformes,770.0,250.6,Wetland,3,Herbivore,Terrestrial,61.69,93.37,Eurasian wigeon
353,Mareca sibilatrix,Anatidae,Anseriformes,923.2,245.0,Wetland,3,Herbivore,Terrestrial,-40.77,-67.67,Chiloé wigeon
354,Mareca strepera,Anatidae,Anseriformes,915.6,251.3,Wetland,3,Herbivore,Aquatic,49.62,29.99,Gadwall
355,Marmaronetta angustirostris,Anatidae,Anseriformes,477.0,200.7,Wetland,3,Herbivore,Aquatic,37.8,47.74,Marbled duck
356,Melanitta americana,Anatidae,Anseriformes,1117.0,220.0,Wetland,3,Carnivore,Aquatic,62.61,22.94,Black scoter
357,Melanitta deglandi,Anatidae,Anseriformes,1800.2,270.0,Wetland,3,Carnivore,Aquatic,60.21,-122.95,White-winged scoter
358,Melanitta fusca,Anatidae,Anseriformes,1800.2,259.2,Wetland,3,Carnivore,Aquatic,62.27,68.59,Velvet scoter
359,Melanitta nigra,Anatidae,Anseriformes,1050.0,221.1,Wetland,3,Carnivore,Aquatic,66.86,72.48,Common scoter
360,Melanitta perspicillata,Anatidae,Anseriformes,1096.3,226.3,Wetland,3,Carnivore,Aquatic,61.33,-124.67,Surf scoter
361,Melanitta stejnegeri,Anatidae,Anseriformes,1800.2,267.2,Wetland,3,Carnivore,Aquatic,61.1,127.95,Stejneger's scoter
362,Merganetta armata,Anatidae,Anseriformes,398.8,163.4,Riverine,3,Carnivore,Aquatic,-24.14,-71.85,Torrent duck
363,Mergellus albellus,Anatidae,Anseriformes,608.6,187.3,Wetland,3,Carnivore,Aquatic,60.6,90.3,Smew
364,Mergus merganser,Anatidae,Anseriformes,1451.0,270.8,Riverine,3,Carnivore,Aquatic,54.96,28.88,Common merganser
